short_name,player_positions,overall,potential,value_eur,value_log10,club_contract_valid_until,years_left,age,weak_foot,international_reputation,pace,shooting,passing,dribbling,defending,physic
Gabriel Barbosa,ST,61,69,750000.0,5.8750612633917,2024.0,3.0,22,3,1,59.0,61.0,47.0,56.0,24.0,66.0
J. Steinkötter,ST,61,71,750000.0,5.8750612633917,2023.0,2.0,21,4,1,74.0,60.0,47.0,59.0,27.0,60.0
Hu Jinghang,ST,61,66,500000.0,5.698970004336019,2021.0,0.0,24,3,1,73.0,58.0,51.0,59.0,29.0,68.0
R. Tulloch,"LW, LM, ST",61,77,850000.0,5.929418925714293,2024.0,3.0,20,3,1,68.0,59.0,53.0,64.0,25.0,56.0
H. Knibbs,ST,61,67,525000.0,5.720159303405957,2023.0,2.0,22,3,1,74.0,59.0,46.0,59.0,26.0,67.0
J. Lahne,"ST, RM",61,71,725000.0,5.860338006570994,2024.0,3.0,19,3,1,92.0,61.0,52.0,64.0,36.0,62.0
E. Taha,ST,61,70,750000.0,5.8750612633917,2023.0,2.0,22,3,1,84.0,57.0,48.0,63.0,23.0,56.0
L. Buades,"RM, ST",61,68,650000.0,5.812913356642856,2024.0,3.0,23,3,1,64.0,57.0,55.0,62.0,44.0,55.0
Wang Ziming,ST,61,66,500000.0,5.698970004336019,2022.0,1.0,24,2,1,79.0,58.0,48.0,61.0,32.0,68.0
A. Drinan,ST,61,70,725000.0,5.860338006570994,2023.0,2.0,23,3,1,69.0,59.0,48.0,61.0,32.0,59.0
C. Shields,"RW, ST",61,67,525000.0,5.720159303405957,2024.0,3.0,23,3,1,80.0,53.0,56.0,63.0,37.0,62.0
I. Koné,ST,61,71,750000.0,5.8750612633917,2023.0,2.0,22,2,1,71.0,58.0,45.0,58.0,30.0,68.0
E. Collier,"RM, CM, ST",61,61,350000.0,5.544068044350276,2021.0,0.0,26,3,1,57.0,56.0,59.0,61.0,46.0,72.0
B. Radulović,ST,61,68,675000.0,5.829303772831025,2023.0,2.0,21,3,1,61.0,59.0,47.0,63.0,27.0,65.0
N. Niemann,"CAM, ST",61,74,800000.0,5.903089986991944,2022.0,1.0,21,3,1,81.0,55.0,55.0,67.0,27.0,53.0
J. Mitchell-Lawson,"LW, ST",61,69,725000.0,5.860338006570994,2023.0,2.0,21,3,1,72.0,54.0,55.0,66.0,36.0,42.0
J. Daly,ST,61,73,800000.0,5.903089986991944,2024.0,3.0,21,2,1,76.0,60.0,44.0,62.0,26.0,50.0
S. Guðjohnsen,ST,61,70,725000.0,5.860338006570994,2024.0,3.0,23,2,1,46.0,60.0,39.0,55.0,26.0,69.0
Y. Taki,"CF, ST",61,70,750000.0,5.8750612633917,2022.0,1.0,21,3,1,73.0,55.0,56.0,66.0,46.0,39.0
B. Anderson,"ST, LW",61,69,750000.0,5.8750612633917,2024.0,3.0,22,3,1,72.0,62.0,45.0,62.0,18.0,46.0
S. Essende,ST,61,69,725000.0,5.860338006570994,2022.0,1.0,23,3,1,68.0,60.0,41.0,58.0,25.0,69.0
N. Balongo,ST,61,68,675000.0,5.829303772831025,2022.0,1.0,22,3,1,79.0,60.0,47.0,62.0,24.0,51.0
D. Redan,ST,61,78,875000.0,5.942008053022313,2022.0,1.0,20,4,1,75.0,60.0,49.0,64.0,22.0,53.0
J. Khasa,"RM, LM, ST",61,70,725000.0,5.860338006570994,2023.0,2.0,23,5,1,81.0,58.0,50.0,64.0,32.0,66.0
C. Björk,ST,61,71,750000.0,5.8750612633917,2021.0,0.0,21,3,1,70.0,59.0,52.0,60.0,27.0,62.0
C. Kelman,ST,61,77,850000.0,5.929418925714293,2022.0,1.0,19,3,1,82.0,61.0,45.0,63.0,26.0,60.0
E. Joseph,"LM, ST",61,73,800000.0,5.903089986991944,2024.0,3.0,21,3,1,85.0,56.0,50.0,66.0,29.0,49.0
S. Liseth,"ST, CAM",61,67,525000.0,5.720159303405957,2024.0,3.0,23,3,1,66.0,57.0,55.0,61.0,30.0,65.0
M. Mampala,"ST, LW, RW",61,70,725000.0,5.860338006570994,2022.0,1.0,20,3,1,73.0,58.0,52.0,62.0,33.0,61.0
A. Buksa,ST,61,80,825000.0,5.9164539485499255,2026.0,5.0,18,3,1,72.0,60.0,47.0,59.0,23.0,55.0
O. Antman,"CAM, ST, CM",61,74,775000.0,5.889301702506311,2024.0,3.0,19,3,1,65.0,57.0,57.0,63.0,37.0,48.0
M. Güçlü,"ST, RW",61,66,500000.0,5.698970004336019,2023.0,2.0,22,2,1,75.0,60.0,54.0,61.0,23.0,56.0
K. Isa,"ST, LM",61,76,800000.0,5.903089986991944,2022.0,1.0,20,4,1,68.0,60.0,50.0,63.0,23.0,54.0
V. De Baunbag,"ST, RW",61,75,800000.0,5.903089986991944,2023.0,2.0,20,3,1,74.0,59.0,52.0,64.0,26.0,59.0
L. Munteanu,ST,61,77,850000.0,5.929418925714293,2025.0,4.0,19,2,1,73.0,61.0,52.0,64.0,38.0,56.0
Javi Siverio,ST,61,69,725000.0,5.860338006570994,2022.0,1.0,23,5,1,61.0,61.0,44.0,58.0,22.0,65.0
M. Neicuțescu,"LW, LM, ST",61,66,500000.0,5.698970004336019,2022.0,1.0,22,3,1,76.0,56.0,54.0,61.0,25.0,60.0
S. Silvera,"CAM, ST",61,77,850000.0,5.929418925714293,2022.0,1.0,20,3,1,69.0,54.0,51.0,64.0,29.0,46.0
B. Ndilu,ST,61,73,800000.0,5.903089986991944,2022.0,1.0,20,3,1,69.0,62.0,50.0,60.0,20.0,57.0
T. Baeten,ST,61,74,775000.0,5.889301702506311,2022.0,1.0,19,3,1,74.0,61.0,41.0,58.0,21.0,58.0
E. Hottmann,"ST, RM",61,69,750000.0,5.8750612633917,2022.0,1.0,21,3,1,66.0,56.0,53.0,61.0,26.0,70.0
K. Piscopo,"CF, ST, CAM",61,69,725000.0,5.860338006570994,2022.0,1.0,23,2,1,73.0,62.0,50.0,60.0,48.0,65.0
R. Moldoveanu,"ST, LW",61,65,475000.0,5.676693609624866,2024.0,3.0,22,3,1,71.0,58.0,56.0,64.0,18.0,56.0
M. Whittaker,"ST, RW",61,75,800000.0,5.903089986991944,2025.0,4.0,20,3,1,71.0,61.0,50.0,63.0,25.0,57.0
Nacho Ramón,ST,61,70,750000.0,5.8750612633917,2022.0,1.0,22,3,1,66.0,63.0,42.0,55.0,30.0,62.0
I. Soumaré,"RW, RM, ST",61,72,725000.0,5.860338006570994,2025.0,4.0,20,2,1,81.0,61.0,50.0,63.0,16.0,45.0
D. Angarita,ST,61,63,425000.0,5.628388930050312,2021.0,0.0,25,2,1,65.0,61.0,50.0,54.0,30.0,59.0
T. Burey,"ST, LW",61,77,875000.0,5.942008053022313,2022.0,1.0,20,3,1,77.0,59.0,55.0,64.0,38.0,65.0
J. Davison,ST,61,72,750000.0,5.8750612633917,2022.0,1.0,21,4,1,65.0,61.0,42.0,58.0,19.0,60.0
I. Vassilev,"LW, RW, ST",61,76,800000.0,5.903089986991944,2021.0,0.0,20,3,1,73.0,60.0,53.0,63.0,32.0,51.0
J. Stansfield,ST,61,81,900000.0,5.954242509439325,2023.0,2.0,18,3,1,74.0,62.0,47.0,61.0,25.0,53.0
D. Tsukamoto,"LM, ST, RM",61,71,725000.0,5.860338006570994,2023.0,2.0,20,4,1,78.0,57.0,53.0,64.0,38.0,59.0
M. Tillman,ST,61,81,925000.0,5.9661417327390325,2023.0,2.0,19,3,1,66.0,64.0,48.0,61.0,18.0,56.0
K. Fujimoto,"CAM, ST",61,67,525000.0,5.720159303405957,2022.0,1.0,22,3,1,77.0,61.0,53.0,66.0,17.0,54.0
L. Jastremski,ST,61,75,800000.0,5.903089986991944,2023.0,2.0,20,4,1,59.0,63.0,40.0,56.0,19.0,60.0
M. Mustapha,ST,61,72,725000.0,5.860338006570994,2022.0,1.0,20,3,1,62.0,63.0,43.0,57.0,24.0,71.0
C. Norton,ST,61,74,800000.0,5.903089986991944,2022.0,1.0,20,3,1,82.0,62.0,52.0,62.0,31.0,52.0
H. Ekitike,ST,61,78,850000.0,5.929418925714293,2023.0,2.0,19,3,1,69.0,59.0,46.0,60.0,22.0,66.0
D. Massaro,"ST, CF",61,68,675000.0,5.829303772831025,2022.0,1.0,23,2,1,65.0,61.0,45.0,59.0,34.0,54.0
O. Sijarić,"CAM, RM, ST",61,71,700000.0,5.845098040014257,2024.0,3.0,19,3,1,66.0,49.0,59.0,64.0,43.0,55.0
Eñaut Mendía,"ST, RM",61,72,750000.0,5.8750612633917,2022.0,1.0,22,3,1,73.0,58.0,41.0,59.0,25.0,59.0
D. Radonjic,ST,61,61,325000.0,5.511883360978874,2022.0,1.0,30,3,1,50.0,61.0,40.0,51.0,26.0,71.0
O. Romeny,"ST, LW, CAM",61,71,750000.0,5.8750612633917,2022.0,1.0,21,3,1,67.0,60.0,50.0,62.0,23.0,60.0
G. Jurcher,ST,61,68,675000.0,5.829303772831025,2022.0,1.0,24,2,1,81.0,58.0,39.0,65.0,18.0,57.0
M. Sangaré,ST,61,69,750000.0,5.8750612633917,2023.0,2.0,22,3,1,68.0,60.0,48.0,57.0,24.0,64.0
D. Rots,"RW, ST",61,74,775000.0,5.889301702506311,2023.0,2.0,19,3,1,81.0,57.0,52.0,63.0,26.0,50.0
S. Rodríguez,ST,61,72,750000.0,5.8750612633917,2021.0,0.0,21,3,1,61.0,57.0,45.0,53.0,29.0,64.0
D. Kunst,"ST, LW",61,70,750000.0,5.8750612633917,2021.0,0.0,21,3,1,57.0,62.0,46.0,56.0,32.0,65.0
J. Orozco,ST,61,72,725000.0,5.860338006570994,2025.0,4.0,20,2,1,66.0,60.0,44.0,59.0,26.0,59.0
J. Arape,"RM, ST, RB",61,73,800000.0,5.903089986991944,2025.0,4.0,20,3,1,69.0,58.0,57.0,59.0,24.0,44.0
N. Ohio,ST,61,79,825000.0,5.9164539485499255,2023.0,2.0,18,3,1,85.0,61.0,44.0,58.0,25.0,59.0
R. Wada,ST,61,64,450000.0,5.653212513775344,2022.0,1.0,25,3,1,72.0,61.0,57.0,64.0,22.0,51.0
J. Ramírez,ST,61,70,725000.0,5.860338006570994,2022.0,1.0,20,3,1,59.0,65.0,45.0,58.0,21.0,49.0
R. Street,"ST, CAM",61,74,775000.0,5.889301702506311,2022.0,1.0,19,3,1,56.0,62.0,45.0,57.0,29.0,54.0
A. Pressley,ST,61,74,775000.0,5.889301702506311,2022.0,1.0,19,3,1,70.0,60.0,43.0,58.0,23.0,68.0
L. Richardson,ST,61,76,775000.0,5.889301702506311,2022.0,1.0,18,3,1,67.0,60.0,47.0,63.0,26.0,53.0
P. Sabroso,ST,61,70,750000.0,5.8750612633917,2021.0,0.0,21,3,1,62.0,66.0,41.0,57.0,22.0,65.0
R. Berlinski,ST,61,62,400000.0,5.6020599913279625,2022.0,1.0,26,3,1,79.0,62.0,49.0,57.0,31.0,61.0
L. Cissé,"RM, ST",61,74,750000.0,5.8750612633917,2024.0,3.0,18,3,1,76.0,54.0,52.0,68.0,20.0,45.0
M. Doucouré,ST,61,73,800000.0,5.903089986991944,2024.0,3.0,21,2,1,69.0,59.0,44.0,59.0,31.0,69.0
S. Crowther,ST,61,70,750000.0,5.8750612633917,2022.0,1.0,21,3,1,49.0,63.0,44.0,55.0,29.0,69.0
Iker Unzueta,"ST, LM",61,68,675000.0,5.829303772831025,2022.0,1.0,22,3,1,64.0,65.0,47.0,60.0,22.0,57.0
Jorge Aguirre,ST,61,74,800000.0,5.903089986991944,2022.0,1.0,21,3,1,55.0,64.0,49.0,61.0,23.0,55.0
G. Furrer,"ST, CF",61,71,725000.0,5.860338006570994,2022.0,1.0,20,3,1,63.0,61.0,52.0,62.0,24.0,54.0
D. Orsi,ST,61,66,475000.0,5.676693609624866,2023.0,2.0,25,3,1,73.0,59.0,47.0,60.0,24.0,62.0
Y. Guermouche,ST,61,75,800000.0,5.903089986991944,2022.0,1.0,20,3,1,65.0,62.0,48.0,58.0,23.0,61.0
O. Strunz,"ST, CF",61,73,800000.0,5.903089986991944,2024.0,3.0,21,3,1,67.0,61.0,41.0,56.0,29.0,72.0
M. Faßbender,"RM, LM, ST",61,69,725000.0,5.860338006570994,2023.0,2.0,22,3,1,83.0,54.0,52.0,59.0,23.0,63.0
L. Gondou,ST,61,73,800000.0,5.903089986991944,2022.0,1.0,20,2,1,53.0,61.0,46.0,56.0,25.0,60.0
R. Friedrich,ST,61,79,825000.0,5.9164539485499255,2022.0,1.0,18,4,1,67.0,63.0,47.0,59.0,21.0,39.0
L. Varaldo,ST,61,73,775000.0,5.889301702506311,2023.0,2.0,19,3,1,64.0,65.0,45.0,58.0,23.0,63.0
G. Amanda,"ST, RW, LW",61,67,525000.0,5.720159303405957,2023.0,2.0,22,3,1,72.0,60.0,48.0,60.0,20.0,59.0
E. Terpiłowski,"ST, CAM, LM",61,75,775000.0,5.889301702506311,2022.0,1.0,19,3,1,86.0,59.0,50.0,63.0,25.0,66.0
I. Hernández,ST,61,71,750000.0,5.8750612633917,2023.0,2.0,21,3,1,68.0,60.0,50.0,56.0,28.0,65.0
V. Moragrega,ST,61,69,750000.0,5.8750612633917,2023.0,2.0,22,3,1,57.0,64.0,45.0,61.0,24.0,54.0
Luís Mota,ST,61,71,675000.0,5.829303772831025,2023.0,2.0,17,2,1,55.0,66.0,44.0,56.0,26.0,53.0
W. Goodwin,ST,61,75,775000.0,5.889301702506311,2022.0,1.0,19,3,1,67.0,59.0,44.0,58.0,28.0,73.0
E. Poku,"RW, ST",61,82,1000000.0,6.0,2023.0,2.0,17,4,1,90.0,51.0,49.0,66.0,28.0,39.0
Diego López,"ST, LM",61,77,850000.0,5.929418925714293,2024.0,3.0,19,4,1,70.0,61.0,52.0,61.0,34.0,51.0
T. Lake,"ST, LM, RM",61,71,725000.0,5.860338006570994,2022.0,1.0,20,3,1,74.0,60.0,48.0,62.0,23.0,61.0
Pablo Felipe,ST,61,81,900000.0,5.954242509439325,2024.0,3.0,17,3,1,69.0,64.0,44.0,57.0,24.0,52.0
D. Prosser,"RW, ST",61,61,350000.0,5.544068044350276,2023.0,2.0,27,3,1,75.0,59.0,52.0,61.0,28.0,56.0
A. Castillo,ST,61,71,725000.0,5.860338006570994,2022.0,1.0,20,3,1,65.0,63.0,57.0,58.0,43.0,56.0
D. Murphy,ST,60,60,80000.0,4.903089986991944,2021.0,0.0,38,3,1,35.0,62.0,56.0,52.0,31.0,67.0
J. Hyde,ST,60,60,210000.0,5.3222192947339195,2023.0,2.0,31,3,1,64.0,59.0,50.0,59.0,27.0,70.0
Park Gi Dong,"ST, RW",60,60,200000.0,5.301029995663981,2021.0,0.0,32,5,1,53.0,59.0,52.0,54.0,29.0,68.0
L. García,ST,60,60,250000.0,5.3979400086720375,2025.0,4.0,28,3,1,75.0,61.0,55.0,65.0,35.0,51.0
J. Reid,ST,60,61,300000.0,5.477121254719663,2023.0,2.0,26,4,1,76.0,59.0,49.0,59.0,21.0,68.0
R. Gaffney,ST,60,60,210000.0,5.3222192947339195,2021.0,0.0,31,4,1,54.0,60.0,53.0,54.0,38.0,64.0
K. Thomas,"ST, LW",60,65,375000.0,5.574031267727719,2022.0,1.0,25,3,1,72.0,58.0,48.0,57.0,36.0,68.0
H. Panayiotou,ST,60,61,300000.0,5.477121254719663,2023.0,2.0,26,3,1,78.0,57.0,47.0,60.0,29.0,64.0
E. Dieseruvwe,ST,60,63,325000.0,5.511883360978874,2022.0,1.0,26,3,1,67.0,58.0,46.0,53.0,27.0,72.0
K. Eriksen,ST,60,60,240000.0,5.380211241711606,2023.0,2.0,30,3,1,67.0,62.0,40.0,53.0,32.0,64.0
K. Opseth,ST,60,60,210000.0,5.3222192947339195,2022.0,1.0,31,4,1,58.0,61.0,54.0,57.0,25.0,68.0
A. Jakubiak,"ST, LM",60,65,375000.0,5.574031267727719,2022.0,1.0,24,3,1,79.0,58.0,50.0,63.0,25.0,58.0
D. Wilson,ST,60,66,400000.0,5.6020599913279625,2023.0,2.0,24,3,1,78.0,59.0,46.0,59.0,22.0,62.0
E. Sánchez,"CAM, CM, ST",60,61,275000.0,5.439332693830263,2022.0,1.0,27,2,1,50.0,52.0,63.0,58.0,39.0,59.0
J. Düker,"ST, RM",60,63,325000.0,5.511883360978874,2023.0,2.0,25,3,1,66.0,57.0,53.0,61.0,34.0,69.0
S. Shamal,"LM, ST",60,63,325000.0,5.511883360978874,2023.0,2.0,25,3,1,70.0,55.0,49.0,65.0,20.0,49.0
D. Chávez,"ST, LM, CAM",60,63,325000.0,5.511883360978874,2026.0,5.0,26,3,1,53.0,60.0,61.0,62.0,48.0,71.0
N. Miracco,ST,60,60,240000.0,5.380211241711606,2021.0,0.0,30,3,1,64.0,61.0,62.0,62.0,31.0,49.0
R. Grego-Cox,"RM, ST",60,66,400000.0,5.6020599913279625,2022.0,1.0,24,3,1,79.0,58.0,51.0,63.0,22.0,41.0
S. Harrison,"ST, RW, LM",60,67,500000.0,5.698970004336019,2022.0,1.0,23,3,1,74.0,58.0,45.0,61.0,21.0,60.0
M. Bali,"ST, RW",60,60,210000.0,5.3222192947339195,2021.0,0.0,31,3,1,78.0,57.0,57.0,59.0,42.0,63.0
Cheng Yuan,ST,60,61,300000.0,5.477121254719663,2021.0,0.0,27,3,1,69.0,60.0,51.0,59.0,43.0,70.0
D. Agyei,ST,60,67,500000.0,5.698970004336019,2022.0,1.0,24,3,1,73.0,57.0,49.0,60.0,29.0,67.0
Kachi,"LW, ST",60,66,400000.0,5.6020599913279625,2022.0,1.0,24,3,1,85.0,56.0,48.0,62.0,25.0,63.0
G. Miller,ST,60,67,500000.0,5.698970004336019,2022.0,1.0,23,3,1,75.0,59.0,43.0,61.0,31.0,67.0
J. Ayunga,ST,60,66,400000.0,5.6020599913279625,2023.0,2.0,24,3,1,75.0,58.0,47.0,57.0,32.0,66.0
H. Udahl,ST,60,67,500000.0,5.698970004336019,2023.0,2.0,24,3,1,71.0,60.0,44.0,54.0,21.0,57.0
R. Assibey-Mensah,"CF, ST",60,70,550000.0,5.740362689494244,2023.0,2.0,21,2,1,79.0,58.0,52.0,61.0,25.0,58.0
L. Doumbouya,ST,60,60,240000.0,5.380211241711606,2024.0,3.0,30,3,1,56.0,60.0,38.0,53.0,26.0,73.0
S. Tracey,"RM, ST",60,69,550000.0,5.740362689494244,2023.0,2.0,23,2,1,76.0,54.0,54.0,62.0,42.0,56.0
M. Holzer,ST,60,65,375000.0,5.574031267727719,2022.0,1.0,22,4,1,67.0,58.0,50.0,59.0,32.0,60.0
R. Vargas,ST,60,60,210000.0,5.3222192947339195,2021.0,0.0,31,3,1,59.0,56.0,38.0,61.0,30.0,59.0
D. Ceter,ST,60,69,550000.0,5.740362689494244,2022.0,1.0,23,3,1,49.0,62.0,35.0,51.0,33.0,67.0
O. Bugiel,ST,60,61,300000.0,5.477121254719663,2023.0,2.0,27,4,1,66.0,58.0,47.0,57.0,31.0,77.0
R. Bennett,ST,60,60,240000.0,5.380211241711606,2022.0,1.0,30,3,1,56.0,59.0,42.0,54.0,25.0,76.0
C. Hendry,ST,60,69,550000.0,5.740362689494244,2022.0,1.0,23,4,1,69.0,60.0,48.0,64.0,24.0,64.0
R. Najjarine,"CAM, ST",60,73,600000.0,5.778151250383644,2022.0,1.0,21,3,1,63.0,47.0,58.0,67.0,38.0,50.0
T. Smith,ST,60,70,550000.0,5.740362689494244,2023.0,2.0,22,3,1,79.0,59.0,46.0,63.0,21.0,46.0
Lin Liangming,"RM, LM, ST",60,65,375000.0,5.574031267727719,2021.0,0.0,24,4,1,73.0,60.0,60.0,58.0,24.0,42.0
J. Ogedi-Uzokwe,"ST, LM",60,60,275000.0,5.439332693830263,2021.0,0.0,27,3,1,86.0,59.0,50.0,61.0,29.0,60.0
S. Walker,"RM, RW, ST",60,76,650000.0,5.812913356642856,2022.0,1.0,20,2,1,75.0,57.0,50.0,62.0,33.0,55.0
L. Chávez,"ST, RM",60,74,600000.0,5.778151250383644,2023.0,2.0,20,3,1,62.0,61.0,51.0,65.0,26.0,41.0
A. Marqués,ST,60,73,600000.0,5.778151250383644,2022.0,1.0,20,3,1,68.0,61.0,44.0,62.0,34.0,58.0
A. Awad,ST,60,60,250000.0,5.3979400086720375,2022.0,1.0,29,3,1,66.0,60.0,55.0,64.0,25.0,54.0
N. Zedán,ST,60,73,600000.0,5.778151250383644,2021.0,0.0,21,2,1,71.0,58.0,49.0,63.0,29.0,58.0
D. Sasaki,"CAM, CM, ST",60,69,550000.0,5.740362689494244,2022.0,1.0,21,3,1,63.0,51.0,58.0,62.0,50.0,64.0
R. Cassidy,ST,60,69,550000.0,5.740362689494244,2022.0,1.0,20,3,1,74.0,59.0,47.0,60.0,23.0,54.0
D. Musovski,"ST, LW",60,64,350000.0,5.544068044350276,2021.0,0.0,25,4,1,60.0,59.0,48.0,61.0,25.0,58.0
M. Broschinski,"ST, RM",60,72,600000.0,5.778151250383644,2022.0,1.0,20,3,1,76.0,58.0,46.0,58.0,23.0,60.0
S. Karweina,"ST, LM, CAM",60,64,375000.0,5.574031267727719,2024.0,3.0,22,3,1,73.0,59.0,49.0,65.0,21.0,45.0
C. Ekene,"ST, RM",60,70,550000.0,5.740362689494244,2024.0,3.0,21,3,1,68.0,58.0,47.0,58.0,26.0,69.0
J. von Moos,"RM, ST",60,76,650000.0,5.812913356642856,2022.0,1.0,20,3,1,77.0,58.0,50.0,63.0,25.0,63.0
L. Krüger,"ST, LM",60,70,550000.0,5.740362689494244,2022.0,1.0,21,3,1,76.0,55.0,46.0,58.0,26.0,60.0
I. Olaofe,"ST, LW",60,69,550000.0,5.740362689494244,2022.0,1.0,21,3,1,90.0,57.0,46.0,64.0,19.0,57.0
F. Hartmann,ST,60,74,600000.0,5.778151250383644,2023.0,2.0,20,3,1,76.0,64.0,48.0,63.0,24.0,46.0
B. Hadžić,ST,60,66,400000.0,5.6020599913279625,2022.0,1.0,22,3,1,45.0,60.0,48.0,57.0,27.0,67.0
Y. Iwasaki,"CF, ST",60,67,500000.0,5.698970004336019,2022.0,1.0,23,2,1,83.0,51.0,56.0,63.0,32.0,59.0
M. Perez,"ST, RM",60,69,550000.0,5.740362689494244,2021.0,0.0,22,3,1,77.0,57.0,53.0,58.0,49.0,57.0
P. Glatzel,ST,60,74,600000.0,5.778151250383644,2022.0,1.0,20,3,1,73.0,60.0,53.0,62.0,30.0,52.0
A. Perez,"RW, ST",60,63,325000.0,5.511883360978874,2021.0,0.0,25,2,1,64.0,57.0,55.0,63.0,25.0,55.0
I. Stoica,"RW, ST, CF",60,77,625000.0,5.795880017344075,2023.0,2.0,18,3,1,87.0,58.0,53.0,63.0,28.0,59.0
Ș. Blănaru,"ST, LW",60,60,200000.0,5.301029995663981,2022.0,1.0,32,2,1,67.0,60.0,54.0,55.0,23.0,64.0
S. Tengstedt,"RW, ST",60,74,600000.0,5.778151250383644,2022.0,1.0,21,4,1,76.0,57.0,51.0,63.0,21.0,59.0
L. Sinayoko,ST,60,73,600000.0,5.778151250383644,2022.0,1.0,21,3,1,55.0,62.0,44.0,56.0,20.0,61.0
A. Dumiter,ST,60,70,550000.0,5.740362689494244,2023.0,2.0,22,2,1,69.0,58.0,52.0,58.0,46.0,68.0
F. Tavares,"ST, RW",60,73,600000.0,5.778151250383644,2023.0,2.0,20,2,1,86.0,58.0,46.0,59.0,26.0,56.0
K. Joseph,ST,60,75,600000.0,5.778151250383644,2022.0,1.0,19,3,1,75.0,59.0,44.0,60.0,19.0,55.0
K. Phillips,"ST, RM",60,71,550000.0,5.740362689494244,2022.0,1.0,21,2,1,73.0,60.0,51.0,59.0,33.0,66.0
B. Duncan,ST,60,70,550000.0,5.740362689494244,2023.0,2.0,20,3,1,66.0,60.0,53.0,62.0,25.0,57.0
S. Al Abbas,ST,60,61,300000.0,5.477121254719663,2024.0,3.0,26,3,1,77.0,60.0,39.0,62.0,17.0,58.0
N. Silva,ST,60,67,500000.0,5.698970004336019,2022.0,1.0,22,3,1,60.0,64.0,41.0,56.0,24.0,53.0
Carlos Kevin,ST,60,77,650000.0,5.812913356642856,2023.0,2.0,20,2,1,52.0,61.0,47.0,58.0,26.0,67.0
A. Toure,ST,60,71,550000.0,5.740362689494244,2023.0,2.0,21,3,1,81.0,58.0,50.0,62.0,29.0,66.0
E. Özkayımoğlu,ST,60,76,650000.0,5.812913356642856,2024.0,3.0,19,3,1,69.0,59.0,47.0,59.0,31.0,60.0
J. Bergström,ST,60,63,325000.0,5.511883360978874,2022.0,1.0,26,3,1,60.0,57.0,41.0,56.0,33.0,75.0
A. Heggebø,ST,60,75,600000.0,5.778151250383644,2023.0,2.0,19,3,1,67.0,59.0,46.0,62.0,21.0,58.0
J. De Santis,ST,60,69,525000.0,5.720159303405957,2025.0,4.0,19,3,1,65.0,60.0,42.0,58.0,33.0,64.0
R. Jones,ST,60,80,675000.0,5.829303772831025,2025.0,4.0,18,3,1,92.0,59.0,51.0,60.0,28.0,56.0
Kang Hyun Muk,"CAM, ST",60,76,650000.0,5.812913356642856,2022.0,1.0,20,3,1,72.0,47.0,57.0,66.0,34.0,59.0
M. Afana,ST,60,60,240000.0,5.380211241711606,2025.0,4.0,30,4,1,57.0,62.0,46.0,58.0,23.0,63.0
T. Cantoro,ST,60,69,550000.0,5.740362689494244,2023.0,2.0,20,3,1,60.0,61.0,44.0,60.0,25.0,63.0
J. Scrimshaw,"ST, LW",60,70,550000.0,5.740362689494244,2022.0,1.0,20,3,1,76.0,59.0,46.0,60.0,23.0,64.0
R. Raposo,"LM, RM, ST",60,66,400000.0,5.6020599913279625,2021.0,0.0,22,2,1,71.0,56.0,55.0,66.0,36.0,43.0
C. Lungoyi,"ST, LW",60,74,600000.0,5.778151250383644,2023.0,2.0,20,3,1,90.0,53.0,49.0,65.0,24.0,63.0
J. Gullan,"ST, LM",60,68,550000.0,5.740362689494244,2022.0,1.0,21,4,1,71.0,61.0,50.0,58.0,23.0,63.0
C. Harper,"RM, ST",60,77,625000.0,5.795880017344075,2024.0,3.0,19,3,1,86.0,56.0,48.0,64.0,21.0,46.0
F. Pemi Moumbagna,ST,60,70,550000.0,5.740362689494244,2022.0,1.0,21,3,1,80.0,56.0,48.0,58.0,25.0,58.0
Hong Si Hoo,"ST, LW",60,75,600000.0,5.778151250383644,2022.0,1.0,20,3,1,76.0,59.0,56.0,63.0,29.0,57.0
G. Mollo,ST,60,68,550000.0,5.740362689494244,2022.0,1.0,20,2,1,61.0,63.0,47.0,57.0,32.0,58.0
Marcos Celorrio,"ST, LM",60,66,400000.0,5.6020599913279625,2021.0,0.0,24,3,1,72.0,58.0,45.0,58.0,19.0,61.0
M. Thompson,"ST, RM",60,72,600000.0,5.778151250383644,2022.0,1.0,19,3,1,66.0,59.0,48.0,58.0,26.0,53.0
O. Maritu,ST,60,67,500000.0,5.698970004336019,2025.0,4.0,21,3,1,71.0,60.0,35.0,54.0,18.0,58.0
D. Willms,"ST, LM",60,68,550000.0,5.740362689494244,2022.0,1.0,22,3,1,86.0,56.0,53.0,63.0,40.0,62.0
D. Miculescu,"LM, RM, ST",60,69,550000.0,5.740362689494244,2022.0,1.0,20,3,1,70.0,59.0,52.0,61.0,34.0,68.0
Novoa,ST,60,78,625000.0,5.795880017344075,2022.0,1.0,18,3,1,54.0,63.0,45.0,62.0,22.0,45.0
P. Oro,ST,60,76,625000.0,5.795880017344075,2023.0,2.0,18,3,1,66.0,62.0,49.0,64.0,23.0,48.0
F. Mwepu,ST,60,69,550000.0,5.740362689494244,2022.0,1.0,21,3,1,82.0,60.0,41.0,61.0,23.0,54.0
A. Odubeko,ST,60,78,625000.0,5.795880017344075,2022.0,1.0,18,3,1,74.0,59.0,45.0,56.0,23.0,55.0
